Date,Close,ret,ret_next
2010-01-04,84.79637145996094,,0.0026470993114355856
2010-01-05,85.02083587646484,0.0026470993114355856,0.000704065407909793
2010-01-06,85.08069610595703,0.000704065407909793,0.0042209719292050085
2010-01-07,85.4398193359375,0.0042209719292050085,0.003328044656340845
2010-01-08,85.72416687011719,0.003328044656340845,0.0013965776904634186
2010-01-11,85.84388732910156,0.0013965776904634186,-0.00932621028055236
2010-01-12,85.04328918457031,-0.00932621028055236,0.008446464517062102
2010-01-13,85.76160430908203,0.008446464517062102,0.0027042210419141455
2010-01-14,85.99352264404297,0.0027042210419141455,-0.011224128304852421
2010-01-15,85.0283203125,-0.011224128304852421,0.012495657179937725
2010-01-19,86.09080505371094,0.012495657179937725,-0.01016873840292365
2010-01-20,85.21537017822266,-0.01016873840292365,-0.019229142181876546
2010-01-21,83.57675170898438,-0.019229142181876546,-0.022291697019290235
2010-01-22,81.71368408203125,-0.022291697019290235,0.005127924547186691
2010-01-25,82.13270568847656,0.005127924547186691,-0.004190780413138584
2010-01-26,81.78850555419922,-0.004190780413138584,0.00475691506385667
2010-01-27,82.17756652832031,0.00475691506385667,-0.011471911428814985
2010-01-28,81.23483276367188,-0.011471911428814985,-0.010869291630837052
2010-01-29,80.35186767578125,-0.010869291630837052,0.015551164654363792
2010-02-01,81.60143280029297,0.015551164654363792,0.012103691000735495
2010-02-02,82.589111328125,0.012103691000735495,-0.004983039448985371
2010-02-03,82.17756652832031,-0.004983039448985371,-0.03086570475392758
2010-02-04,79.64109802246094,-0.03086570475392758,0.0020673036669829337
2010-02-05,79.80574035644531,0.0020673036669829337,-0.007219583992731371
2010-02-08,79.22957611083984,-0.007219583992731371,0.01256020951432868
2010-02-09,80.22471618652344,0.01256020951432868,-0.0019585906668185826
2010-02-10,80.06758880615234,-0.0019585906668185826,0.010466220831837791
2010-02-11,80.90559387207031,0.010466220831837791,-0.0008322914759056887
2010-02-12,80.8382568359375,-0.0008322914759056887,0.01573497456310302
2010-02-16,82.11024475097656,0.01573497456310302,0.004738461492717949
2010-02-17,82.49932098388672,0.004738461492717949,0.005895119838429386
2010-02-18,82.98566436767578,0.005895119838429386,0.002073715073056759
2010-02-19,83.15775299072266,0.002073715073056759,0.00017963874629778331
2010-02-22,83.17269134521484,0.00017963874629778331,-0.012144627064752167
2010-02-23,82.16259002685547,-0.012144627064752167,0.009198163468739473
2010-02-24,82.9183349609375,0.009198163468739473,-0.001353389020812168
2010-02-25,82.80611419677734,-0.001353389020812168,0.0006322347785698845
2010-02-26,82.85846710205078,0.0006322347785698845,0.010384492319591487
2010-03-01,83.71891021728516,0.010384492319591487,0.0027707492933923827
2010-03-02,83.95087432861328,0.0027707492933923827,0.0008913439217987928
2010-03-03,84.02570343017578,0.0008913439217987928,0.003027398308808271
2010-03-04,84.28008270263672,0.003027398308808271,0.014293604124069326
2010-03-05,85.48474884033203,0.014293604124069326,0.00017501651322304745
2010-03-08,85.49971008300781,0.00017501651322304745,0.0016627674825715477
2010-03-09,85.64187622070312,0.0016627674825715477,0.004455668344906627
2010-03-10,86.02346801757812,0.004455668344906627,0.004174800989209304
2010-03-11,86.38259887695312,0.004174800989209304,8.664286711046465e-05
2010-03-12,86.39008331298828,8.664286711046465e-05,0.0002599060823234023
2010-03-15,86.41253662109375,0.0002599060823234023,0.007966263191463652
2010-03-16,87.10092163085938,0.007966263191463652,0.005927477547393645
2010-03-17,87.6172103881836,0.005927477547393645,-0.0005126189866863085
2010-03-18,87.57229614257812,-0.0005126189866863085,-0.005061735751954344
